concelho,month,year,sum
Abrantes,1.0,1999.0,0.11
Abrantes,1.0,2000.0,1.01
Abrantes,2.0,1997.0,0.01
Abrantes,2.0,1999.0,3.0389999999999997
Abrantes,2.0,2000.0,1.0849999999999997
Abrantes,3.0,1992.0,75.0
Abrantes,3.0,1995.0,3.46
Abrantes,3.0,1997.0,4.086499999999999
Abrantes,3.0,1998.0,3.0422
Abrantes,3.0,1999.0,2.184999999999999
Abrantes,3.0,2000.0,5.614000000000001
Abrantes,4.0,1980.0,0.1
Abrantes,4.0,1992.0,235.0
Abrantes,4.0,1995.0,2.3305
Abrantes,4.0,1996.0,12.205
Abrantes,4.0,1997.0,2.6139999999999994
Abrantes,4.0,1999.0,10.883000000000001
Abrantes,4.0,2000.0,0.001
Abrantes,5.0,1992.0,0.2
Abrantes,5.0,1995.0,5.552
Abrantes,5.0,1996.0,5.76
Abrantes,5.0,1997.0,1.0610000000000002
Abrantes,5.0,1999.0,2.513
Abrantes,5.0,2000.0,0.55
Abrantes,6.0,1980.0,101.0
Abrantes,6.0,1982.0,0.1
Abrantes,6.0,1987.0,35.1
Abrantes,6.0,1989.0,3.6
Abrantes,6.0,1991.0,1631.93
Abrantes,6.0,1995.0,103.06710000000002
Abrantes,6.0,1996.0,2.0134
Abrantes,6.0,1997.0,1.1235
Abrantes,6.0,1998.0,0.0555
Abrantes,6.0,1999.0,8.534999999999995
Abrantes,6.0,2000.0,1.904
Abrantes,7.0,1980.0,39.3
Abrantes,7.0,1981.0,7341.8
Abrantes,7.0,1982.0,0.6000000000000001
Abrantes,7.0,1983.0,27.0
Abrantes,7.0,1984.0,25.299999999999997
Abrantes,7.0,1986.0,2.5
Abrantes,7.0,1987.0,1138.4
Abrantes,7.0,1988.0,1.5000000000000002
Abrantes,7.0,1989.0,2029.8
Abrantes,7.0,1990.0,1311.5
Abrantes,7.0,1991.0,2252.93
Abrantes,7.0,1992.0,46.300000000000004
Abrantes,7.0,1993.0,18.77
Abrantes,7.0,1995.0,244.8427
Abrantes,7.0,1996.0,290.1777999999999
Abrantes,7.0,1997.0,1.979
Abrantes,7.0,1998.0,5.957599999999998
Abrantes,7.0,1999.0,792.0159999999996
Abrantes,7.0,2000.0,322.125
Abrantes,8.0,1980.0,929.9000000000001
Abrantes,8.0,1982.0,9.6
Abrantes,8.0,1983.0,4.6
Abrantes,8.0,1984.0,104.60000000000001
Abrantes,8.0,1986.0,6.7
Abrantes,8.0,1987.0,463.0
Abrantes,8.0,1988.0,8.499999999999998
Abrantes,8.0,1989.0,27.9
Abrantes,8.0,1990.0,8.1
Abrantes,8.0,1991.0,14.4
Abrantes,8.0,1992.0,518.9699999999999
Abrantes,8.0,1993.0,12.725
Abrantes,8.0,1994.0,0.001
Abrantes,8.0,1995.0,1416.1935999999998
Abrantes,8.0,1996.0,48.7294
Abrantes,8.0,1997.0,10.372999999999998
Abrantes,8.0,1998.0,126.54920000000001
Abrantes,8.0,1999.0,24.962999999999994
Abrantes,8.0,2000.0,11.378
Abrantes,9.0,1980.0,3.0
Abrantes,9.0,1982.0,7.8
Abrantes,9.0,1983.0,6.6
Abrantes,9.0,1984.0,18.8
Abrantes,9.0,1987.0,9.7
Abrantes,9.0,1988.0,37.400000000000006
Abrantes,9.0,1989.0,6.2
Abrantes,9.0,1990.0,4.9
Abrantes,9.0,1991.0,1.0
Abrantes,9.0,1992.0,137.42999999999998
Abrantes,9.0,1993.0,0.8
Abrantes,9.0,1995.0,25.034
Abrantes,9.0,1996.0,22.018600000000003
Abrantes,9.0,1997.0,0.5338999999999999
Abrantes,9.0,1998.0,7.355699999999999
Abrantes,9.0,1999.0,2.685
Abrantes,9.0,2000.0,15.256
Abrantes,10.0,1988.0,8.399999999999999
Abrantes,10.0,1989.0,2.0
Abrantes,10.0,1995.0,0.024499999999999997
Abrantes,10.0,1996.0,1.52
Abrantes,10.0,1997.0,45.0255
Abrantes,10.0,1998.0,3.8001
Abrantes,10.0,1999.0,0.094
Abrantes,10.0,2000.0,22.322
Abrantes,11.0,1988.0,0.2
Abrantes,11.0,1998.0,0.763
Abrantes,11.0,1999.0,0.5
Abrantes,12.0,1998.0,0.08499999999999999
Aguiar da Beira,1.0,1994.0,0.001
Aguiar da Beira,1.0,1999.0,0.5
Aguiar da Beira,1.0,2000.0,0.001
Aguiar da Beira,2.0,1993.0,0.5
Aguiar da Beira,2.0,1998.0,1.0
Aguiar da Beira,2.0,1999.0,2.02
Aguiar da Beira,2.0,2000.0,0.681
Aguiar da Beira,3.0,1993.0,2.5
Aguiar da Beira,3.0,1994.0,1.002
Aguiar da Beira,3.0,1995.0,11.5
Aguiar da Beira,3.0,1997.0,11.23
Aguiar da Beira,3.0,1998.0,4.51
Aguiar da Beira,3.0,1999.0,0.01
Aguiar da Beira,3.0,2000.0,298.58399999999995
Aguiar da Beira,4.0,1991.0,2.5
Aguiar da Beira,4.0,1995.0,9.501
Aguiar da Beira,4.0,1996.0,1.0
